,question,result
785,"백라이트의 종류는 무엇이며, LED 백라이트의 특징은 무엇인가요?","1. 백라이트의 종류는 무엇이 있는가?
2. LED 백라이트의 특징은 무엇인가?"
1211,"중소기업특별위원회의 조직 구성은 어떻게 되었으며, 분과위원회는 몇 개로 나누어졌나?","1. 중소기업특별위원회의 조직 구성은 어떻게 되었는가?
2. 중소기업특별위원회의 분과위원회는 몇 개로 나누어졌나?"
521,"니콜라이 표도로비치 바투틴는 독소전쟁 초기에 몇 번의 패배를 당했지만, 후에 결정적인 전투에서 독일군을 분쇄했다는 점은 무엇인가?","1. 니콜라이 표도로비치 바투틴은 독소전쟁 초기에 패배를 몇 번이나 했는가?
2. 니콜라이 표도로비치 바투틴은 독일군을 분쇄한 결정적인 전투는 무엇인가?"
193,"넥센타이어의 미션은 무엇이고, 비전은 무엇인가요?","1. 넥센타이어의 미션은 무엇인가요?
2. 넥센타이어의 비전은 무엇인가요?"
943,백금의 원자 번호와 기호는 무엇인가?,"1. 백금의 원자 번호는 무엇인가?
2. 백금의 원자 기호는 무엇인가?"
654,"페로 제도 축구 국가대표팀은 UEFA 네이션스리그에서 어떤 성적을 거두었으며, 2020-21년 시즌에 어떤 결과를 얻었는가?","1. 페로 제도 축구 국가대표팀 UEFA 네이션스리그 성적은 무엇인가?
2. 2020-21 시즌 페로 제도 축구 국가대표팀 결과는 무엇인가?"
861,"일본의 국정공원은 어떤 법에 의해 지정되며, 관리는 어디서 이루어지고 있는가?","1. 일본의 국정공원은 어떤 법에 의해 지정되는가?
2. 일본의 국정공원은 어디서 관리되고 있는가?"
692,동아프리카 열곡대는 어디에서 시작되고 어떻게 연장되는지 설명해 주세요.,"1. 동아프리카 열곡대의 시작 지점은 어디에 있나요?
2. 동아프리카 열곡대는 어떻게 연장되고 있나요?"
333,"서북청년회는 어떤 단체와 연관이 있었으며, 그들이 받은 지원금액과 사용 목적은 무엇이었을까요?","1. 서북청년회와 연관된 단체는 무엇인가요?
2. 서북청년회가 받은 지원금액과 사용 목적은 무엇이었나요?"
1005,"김원벽은 어떤 운동에 참가했으며, 그 과정에서 어떤 역할을 맡았는가?","1. 김원벽은 어떤 운동에 참가했나요?
2. 김원벽이 참가한 운동에서 그가 맡은 역할은 무엇이었나요?"
1155,"영화 《게이샤의 추억》의 주요 촬영 장소는 어디였으며, 출연 배우들은 누구인가?","1. 영화 《게이샤의 추억》의 주요 촬영 장소는 어디였나요?
2. 영화 《게이샤의 추억》의 출연 배우들은 누구인가요?"
1022,이슬람 원리주의의 배경은 기독교 근본주의와 어떻게 다른가? 외부적 요인이 더 강한 이유는 무엇인가?,"1. 이슬람 원리주의와 기독교 근본주의의 차이는 무엇입니까?
2. 이슬람 원리주의가 기독교 근본주의보다 외부적 요인이 더 강한 이유는 무엇인가?"
837,"아그라의 인구는 얼마이며, 도시권 인구는 얼마인가?","1. 아그라의 인구는 얼마입니까?
2. 아그라 도시권의 인구는 얼마입니까?"
673,"튀르크어 원어민은 중국 북동부의 신석기 시대 동아시아 농업 사회와 연결되었을 수 있으며, 이는 현대 튀르크어 사용자들 사이에서 다양한 수준의 동북아시아 유전 기반에 기초하여 싱룽과 문화 및","1. 튀르크어 원어민과 중국 북동부의 신석기 시대 동아시아 농업 사회의 연관성은 무엇입니까?
2. 현대 튀르크어 사용자들 사이에서 동북아시아 유전 기반에 대한 연구 현황에 대해서 설명해주세요."
1104,"네온 사인은 어디서 처음 등장했으며, 최초로 시연된 곳은 어디인가?","1. 네온 사인의 역사는 어떻게 시작되었는가?
2. 네온 사인이 최초로 시연된 장소는 어디인가?"
337,옥스퍼드셔 주의 면적과 인구는 얼마인가?,"1. 옥스퍼드셔 주의 면적은 얼마인가?
2. 옥스퍼드셔 주의 인구는 얼마인가?"
1081,야마구치 다쓰야의 생년월일과 출신 학교는 무엇인가?,"1. 야마구치 다쓰야의 생년월일은 언제인가?
2. 야마구치 다쓰야의 출신 학교는 무엇인가?"
1140,아프리카 대륙에 발견된 초기 인류와 그 조상은 무엇인지 알려주세요.,"1. 아프리카 대륙에 발견된 초기 인류는 무엇인가?
2. 아프리카 대륙에 발견된 초기 인류의 조상은 무엇인가?"
1246,"카나크 마을에는 어떤 도로와 교통 수단이 있으며, 의료 시설은 무엇이 있는가?","1. 카나크 마을의 도로 및 교통 수단은 무엇인가?
2. 카나크 마을에 있는 의료 시설은 무엇인가?"
5,프랭크 J. 스프래그(Frank Julian Sprague)의 발명으로 총괄제어가 개선되었습니다. 그 발명의 내용과 이로 인한 영향은 무엇인지 설명해 주세요.,"1. 프랭크 J. 스프래그의 발명이 총괄제어를 개선한 방법은 무엇인가?
2. 프랭크 J. 스프래그의 발명이 총괄제어에 미친 영향은 무엇인가?"
84,키노트의 역사와 주요 버전 출시 일자는 언제였나?,"1. 키노트의 역사에 대해서 알려줘
2. 키노트 주요 버전 출시 일자는 언제인가?"
575,"M15의 나이와 지름은 얼마이며, 절대등급은 무엇인가?","1. M15의 나이와 지름은 얼마인가?
2. M15의 절대등급은 무엇인가?"
600,"관계형 데이터베이스에서 트랜잭션(transaction)의 특징은 무엇이며, 왜 중요합니까?","1. 관계형 데이터베이스에서 트랜잭션의 특징은 무엇인가?
2. 트랜잭션이 관계형 데이터베이스에서 왜 중요한가?"
127,"콜럼버스의 1차 항해 이후 스페인과 포르투갈 사이에 어떤 문제가 발생했으며, 어떻게 해결되었나?","1. 콜럼버스의 1차 항해 이후 스페인과 포르투갈 간의 분쟁은 무엇이었나?
2. 스페인과 포르투갈 사이의 문제는 어떻게 해결되었나?"
1027,로렌슘의 기호와 원자 번호는 무엇인가?,"1. 로렌슘의 기호는 무엇인가?
2. 로렌슘의 원자 번호는 무엇인가?"
1015,"선우순은 언제 태어났으며, 언제 사망했으며, 본관은 무엇인가?","1. 선우순 생년월일은 언제인가?
2. 선우순 사망일은 언제인가?
3. 선우순 본관은 무엇인가?"
721,"골절의 분류는 어떻게 되며, 그 중에서 개방성 골절과 폐쇄성 골절은 어떤 차이가 있는가?","1. 골절의 분류는 무엇이 있고, 각각의 특징은 무엇인가?
2. 개방성 골절과 폐쇄성 골절의 차이점은 무엇이며, 치료 방법은 어떻게 다른가?"
711,"일반적인 액정 디스플레이의 구조는 어떤지 설명해 주시고, TFT-LCD의 구조는 어떻게 다른지 알려주세요?","1. 액정 디스플레이의 일반적인 구조에 대해 설명해 주세요.
2. TFT-LCD의 구조가 어떻게 일반적인 액정 디스플레이와 다른지 설명해 주세요."
106,"케플러는 어린 시절에 어떤 병을 앓았고, 그로 인해 신체에 어떤 영향이 생겼나?","1. 케플러 어린 시절 앓았던 질병은 무엇인가?
2. 케플러의 질병으로 인한 신체의 영향은 무엇인가?"
433,"스카치 위스키는 2009년 이후 어떻게 분류되고 있으며, 아이리시 위스키도 어떻게 분류되는지 설명해 주세요.","1. 스카치 위스키는 2009년 이후 어떻게 분류되고 있나요?
2. 아이리시 위스키도 어떻게 분류되나요?"
178,"붕어의 학명은 무엇이고, 어느 과에 속하나?","1. 붕어의 학명은 무엇인가?
2. 붕어의 과는 무엇인가?"
572,신돌석이 재차 의병을 일으킨 년도와 이유는 무엇인가?,"1. 신돌석이 재차 의병을 일으킨 년도는 언제인가?
2. 신돌석이 의병을 일으킨 이유는 무엇인가?"
649,"캐논 EOS 30D 카메라의 이미지 센서는 어떤 크기를 가지고 있으며, 렌즈 마운트는 무엇인지 알려주세요.","1. 캐논 EOS 30D 카메라의 이미지 센서 크기는 몇 mm인가요?
2. 캐논 EOS 30D 카메라의 렌즈 마운트는 무엇인가요?"
757,루키우스 리키니우스 루쿨루스의 생애와 군사 경력에 대해 설명해 주세요.,"1. 루키우스 리키니우스 루쿨루스의 출생지와 가족 관련 정보는 무엇인가요?
2. 루키우스 리키니우스 루쿨루스가 참여한 전투와 전략은 어떠한 것이 있나요?"
368,"울티마 온라인이 어떤 종류의 게임이며, 그 특징은 무엇인가?","1. 울티마 온라인은 어떤 장르의 게임인가?
2. 울티마 온라인의 특징은 무엇인가?"
595,헬름스-버튼법은 어떤 비판을 받고 있는가?,"1. 헬름스-버튼법 비판 받는 이슈를 설명하시오
2. 헬름스-버튼법 문제점을 분석하시오"
314,"장대환 대표이사의 출생지와 본관은 무엇이며, 그의 부모님은 누구인가?","1. 장대환 대표이사의 출생지와 본관은 무엇인가요?
2. 장대환 대표이사의 부모님은 누구인가요?"
1072,"소설의 제목 ""Catch-22""은 어떻게 결정되었고, 의미는 무엇인가?","1. ""Catch-22"" 소설의 제목이 어떻게 선정되었는가?
2. ""Catch-22"" 소설의 제목이 가지는 의미는 무엇인가?"
887,"김용준은 어디서 공부하고, 어떤 작품을 입선하여 화단에 데뷔했으며, 그 후에는 어떤 활동을 하였나?","1. 김용준이 공부한 학교는 무엇인가?
2. 김용준이 입선하여 화단에 데부한 작품은 무엇인가?
2. 김용준이 입선이후 어떤 활동을 하였는가?"
32,"이 영화가 에스페란토로 제작된 최초의 상영작은 무엇이며, 감독은 이전에 어떤 작품을 제작했었나?","1. 에스페란토로 제작된 최초의 상영작은 무엇인가?
2. 감독이 이전에 제작한 작품은 무엇인가?"
447,"키보드 워리어란 무엇이며, 인터넷 공간에서 이러한 사람들을 일컫는 이유는 무엇인가?","1. 키보드 워리어란 무엇인가?
2. 키보드 워리어라고 인터넷 공간에서 이러한 사람들을 일컫는 이유는 무엇인가?"
957,최홍만은 어떤 종목에서 우승을 한 적이 있는가? 또한 그의 전적은 어떻게 되나?,"1. 최홍만은 어떤 종목에서 우승을 했는가?
2. 최홍만의 우승한 종목에서 전적은 어떻게 되나?"
1184,"대화형 증명 체계에서 사용되는 이름들은 어떤 것들이 있으며, 그에 대한 예시를 들어주세요.","1. 대화형 증명 체계에서 사용되는 이름들은 무엇이 있나요?
2. 대화형 증명 체계에서 사용되는 이름들의 예시는 무엇이 있나요?"
874,"바흐의 관현악 모음곡의 각 악장의 특징을 설명하고, 어떤 악기가 주를 이루는가?","1. 바흐의 관현악 모음곡의 각 악장의 특징은 무언인가?
2. 바흐의 관현악 모음곡의 각 악장은 어떤 악기가 주를 이루는가?"
987,"KBS 제2라디오는 어느 년도에 개국하였으며, 원래의 주파수는 무엇이었나?","1. KBS 제2라디오의 개국 년도는 언제인가?
2. KBS 제2라디오의 원래 주파수는 무엇입니까?"
974,배드민턴 선수들은 어떤 기술과 능력을 필요로 하는가?,"1. 배드민턴 선수들이 필요로 하는 기술은 무엇인가?
2. 배드민턴 선수들이 가져야 하는 능력은 무엇인가?"
744,성곽의 특징과 내부 구조는 어떻게 구성되어 있는가?,"1. 성곽의 특징은 무엇인가?
2. 성곽의 내부 구조는 어떻게 되어 있는가?"
107,미시시피 강은 어디에서 발원하고 어디로 흐르는가?,"1. 미시시피 강은 어디에서 발원했나요?
2. 미시시피 강은 어디로 흘러가나요?"
1177,"장새류는 어디서 살고, 어떻게 움직이는가?","1. 장새류의 서식지는 어디인가?
2. 장새류는 어떻게 움직이는가?"
794,"남포역은 어디에 위치해 있으며, 주변에는 어떤 시설들이 있는가?","1. 남포역 위치는 어디인가요? 
2. 남포역 주변 시설들은 무엇이 있었나요?"
404,"베르사유 조약은 언제 서명되었으며, 그 장소는 어디인가?","1. 베르사유 조약은 언제 서명되었나요?
2. 베르사유 조약이 서명된 장소는 어디인가요?"
938,비행기의 정의와 최초의 비행기는 언제 발명되었는지 알려주세요.,"1. 비행기의 정의는 무엇인가?
2. 최초의 비행기는 언제 발명되었나요?"
939,"엔진의 종류는 무엇이며, 세계적인 여객기 제작사는 누구인가요?","1. 엔진의 종류는 무엇이 있나요?
2. 세계적인 여객기 제작사는 어떤 회사들이 있나요?"
659,"아까시나무의 특징 중 하나로 알려진 것은 무엇이며, 다른 나무들과 비교했을 때 어떤 점이 다를까?","1. 아까시나무의 특징 중 하나로 알려진 것은 무엇인가?
2. 아까시나무와 다른 나무들을 비교했을 때 어떤 차이가 있을까?"
553,PLD(Programmable Logic Device)의 정의는 무엇인가?,"1. PLD(Programmable Logic Device)의 정의에 대해 설명하시오
2. PLD(Programmable Logic Device)의 특징과 용도에 대해서 설명하시오"
1114,"프로그램 《호기심 천국》은 어떤 상을 수상했으며, 그 상의 이름과 수상 연도는 무엇인가요?","1. 프로그램 《호기심 천국》은 어떤 상을 수상했는가?
2. 프로그램 《호기심 천국》이 상을 수상한 연도는 언제인가?"
904,"인종본질주의란 무엇이며, 학계에서 사용될 때의 의미는 무엇인가?","1. 인종본질주의란 무엇인가?
2. 학계에서 사용될 때의 인종본질주의 의미는 무엇인가?"
550,리틀록의 인구가 어떻게 변화했는지 알려주세요.,"1. 리틀록 인구 변화 원인은 무엇인가요?
2. 리틀록 인구는 어떻게 변했나요?"
165,레알 마드리드는 1947년부터 안방 경기를 치르는 경기장의 이름과 수용 인원은 얼마인가?,"1. 레알 마드리드의 안방 경기를 치르는 경기장의 이름은 무엇인가?
2. 레알 마드리드의 안방 경기장 수용 인원은 몇명인가?"
379,터보제트 엔진의 역사와 발전을 알려주세요.,"1. 터보제트 엔진의 역사는 무엇인가요?
2. 터보제트 엔진의 발전은 어떤가요?"
210,석송령의 위치와 대한민국 천연기념물 294호로 지정된 이유는 무엇인가?,"1. 석송령의 위치는 어디인가요?
2. 석송령이 대한민국 천연기념물 294호 지정된 이유는 무엇인가요?"
999,"김승학(金承學)은 어떤 독립 운동에 참여했으며, 어떤 역할을 맡았나?","1. 김승학(金承學)은 어떤 독립 운동에 참여했나?
2. 김승학(金承學)은 독립 운동에서 어떤 역할을 맡았나?"
932,인터넷 중단 사태로 피해를 입은 분야들과 피해 금액은 얼마인가?,"1. 인터넷 중단 사태로 피해를 입은 분야들은 무엇인가?
2. 인터넷 중단 사태로 피해를 입은 분야별 피해 금액은 얼마인가?"
1200,"윤여정은 왜 캐스팅 물망에서 빠졌으며, 그 과정에서 무슨 일이 일어났나?","1. 윤여정 캐스팅 물망에서 빠진 이유는 무엇인가?
2. 윤여정 캐스팅 물망에서 빠진 과정에서 무슨 일이 일어났나?"
531,"김신의 본관, 아호, 출생지와 이력에 대한 정보는 무엇인가?","1. 김신의 본관이 어디인가?
2. 김신의 아호는 무엇인가?"
429,노키아 벨 연구소의 설립 연도와 원인은 무엇인가?,"1. 노키아 벨 연구소의 설립 연도는 언제인가요?
2. 노키아 벨 연구소의 설립 원인은 무엇인가요?"
749,"일본에서는 궈톄를 어떠한 이름으로 불렀으며, 보통 어떠한 음식과 함께 먹는가?","1. 일본에서 궈톄을 어떠한 이름으로 불렀는가?
2. 일본에서 궈톄을 먹을 때 어떤 음식과 함께 먹나요?"
1213,"영남외국어대학의 설립일자는 언제이며, 원인은 무엇인가?","1. 영남외국어대학의 설립일자는 언제인가?
2. 영남외국어대학이 설립된 이유는 무엇인가?"
460,인구시어는 어떤 문자를 사용했으며 그 변화를 언제부터 시작했는지 알려주세요.,"1. 인구시어는 어떤 문자를 사용했나요?
2. 인구시어는 문자를 사용하는 변화를 언제부터 시작했는지 알려주세요."
12,"그는 법학을 공부한 곳은 어디였고, 1955년에 어떤 시험에 합격했는가?","1. 그는 법학을 공부한 학교는 어디였나요?
2. 1955년에 그가 합격한 시험은 무엇이었나요?"
487,"드레퓌스의 어린 시절은 어떻게였으며, 그가 다녔던 학교의 선생님들은 그를 어떤 평가로 여겼는가?","1. 드레퓌스의 어린 시절은 어땠나요?
2. 드레퓌스가 다녔던 학교의 선생님들은 그를 어떤 평가로 여겼는가?"
568,군무원은 어떤 특징을 가지고 있는가?,"1. 군무원의 업무 내용은 무엇인가?
2. 군무원이 갖추어야 하는 자질은 무엇인가?"
1191,"교향곡 31번 D 장조 ""파리""는 어디서 어떻게 발표되었으며, 얼마나 인기가 있었는가요?","1. 교향곡 31번 D 장조 ""파리""의 작품 발표 장소는 어디였나요?
2. 교향곡 31번 D 장조 ""파리""의 작품 발표 방식은 무엇이었나요?
3. 교향곡 31번 D 장조 ""파리""는 얼마나 인기가 있었는가요?"
657,아까시나무의 학명과 원산지는 무엇인가?,"1. 아까시나무의 학명은 무엇인가?
2. 아까시나무의 원산지는 어디인가?"
702,"카리스티 사상과 칸난 사상은 어떤 특징을 가지고 있으며, 완비 거리 공간 속의 닫힌집합은 어떻게 설명되는가?","1. 카리스티 사상과 칸난 사상의 특징 비교해 설명해주세요.
2. 완비 거리 공간 속의 닫힌집합 설명 방법은 무엇인가요?"
540,"""Veni, vidi, vici""라는 경구는 어디서 유래되었나?","1. ""Veni, vidi, vici""의 의미는 무엇입니까?
2. 유명한 로마 제국의 지도자가 사용한 ""Veni, vidi, vici""는 어디서 유래했습니까?"
164,레알 마드리드 클루브 데 푸트볼이 창단한 연도와 원래 이름은 무엇인가?,"1. 레알 마드리드 클루브 데 푸트볼 창단 연도는 언제인가?
2. 레알 마드리드 클루브 데 푸트볼의 원래 이름은 무엇인가?"
931,인터넷 역대급 중단이 발생한 일자와 그 원인은 무엇인가?,"1. 인터넷 역대급 중단이 발생한 일자는 언제였는가?
2. 인터넷 역대급 중단이 발생한 원인은 무엇인가?"
343,제임스 먼로의 출생일과 사망일은 언제인가?,"1. 제임스 먼로의 출생일은 언제인가?
2. 제임스 먼로의 사망일은 언제인가?"
211,"펠레의 저주란 무엇이며, 이 징크스는 FIFA 월드컵과 관련하여 어떻게 작용하는가?","1. 펠레의 저주란 무엇인가
2. 펠레의 저주는 FIFA 월드컵에서 어떻게 작용하는가?"
573,"신돌석의 순국일은 언제이며, 그의 업적을 기리는 행사들은 매년 어떤 형식으로 진행되고 있는가?","1. 신돌석의 순국일은 언제인가?
2. 신돌석의 업적을 기리는 행사들은 매년 어떤 형식으로 진행되고 있는가?"
784,LCD의 원리와 백라이트의 역할에 대해 설명해 주세요.,"1. LCD의 작동 원리는 무엇인가?
2. 백라이트가 LCD에서 어떤 역할을 하는지에 대해 자세히 설명해 주세요."
15,"권아솔이 받은 부상은 무엇이었고, 어떻게 치료했는가?","1. 권아솔 부상 종류가 무엇인가?
2. 권아솔 부상 치료 방법은 무엇인가?"
1099,"영국군은 예루살렘을 점령하기 위해 어떤 작전을 수행했으며, 그 과정에서 어떠한 어려움을 겪었습니까?","1. 영국군이 예루살렘을 점령하기 위해 사용한 전략은 무엇이었나요?
2. 영국군이 예루살렘을 점령하는 과정에서 어떤 어려움을 겪었나요?"
493,노릴스크의 위치와 인구는 무엇인가?,"1. 노릴스크의 위치는 어디인가?
2. 노릴스크의 인구는 얼마인가?"
332,"서북청년회는 언제 어떻게 조직되었으며, 이후 어떤 변화가 있었는지 알려주세요.","1. 서북청년회는 언제 어떻게 조직되었나요?
2. 서북청년회는 조직된 이후 어떤 변화가 있었나요?"
786,백라이트의 중요성과 품질이 좋을 때의 효과에 대해 알려주세요.,"1. 백라이트 중요성은 무엇인가?
2. 백라이트 품질 효과는 어떠한가?"
291,"레우크트라 전투에서 테베군은 어떤 전술을 사용했으며, 그 결과는 무엇인가?","1. 레우크트라 전투에서 테베군의 전술은 무엇이었는가?
2. 레우크트라 전투에서 테베군의 전술이 어떤 결과를 가져왔는가?"
212,"불가사리의 분류는 어떻게 되며, 현대목은 어떤 특징을 가지고 있는가?","1. 불가사리의 분류는 어떻게 되는가?
2. 현대목은 어떤 특징을 가지고 있는가?"
365,울티마 시리즈의 주제와 구성 방식은 어떻게 변했는지 설명해 주세요.,"1. 울티마 시리즈의 주제 변화는 어떤가요?
2. 울티마 시리즈의 구성 방식 변화는 어떤가요?"
471,양석정 성우의 데뷔 연도와 첫 번째 데뷔 형태는 무엇인가?,"1. 양석정 성우의 데뷔 연도는 언제인가?
2. 양석정 성우의 첫 번째 데뷔 형태는 무엇인가?"
514,후바스탱크는 미국 캘리포니아주 어디 출신의 밴드인가?,"1. 후바스탱크는 미국 캘리포니아주에서 어떤 음악 활동을 했나요?
2. 후바스탱크가 속한 밴드의 이름은 무엇이며, 어떤 음악 스타일을 주로 하는가요?"
682,"캐논 EOS 10D의 발표 날짜와 주요 특징, 경쟁 제품은 무엇인가?","1. 캐논 EOS 10D의 발표 날짜는 언제였고 주요 특징은 무엇인가요?
2. 캐논 EOS 10D와 경쟁하는 제품은 무엇이 있나요?"
377,터보제트 엔진의 구성과 원리는 무엇인가?,"1. 터보제트 엔진의 구성은 무엇인가?
2. 터보제트 엔진의 작동 원리는 무엇인가?"
439,"반계리 은행나무는 어디에 위치하고 있으며, 어떤 년도에 천연기념물로 지정되었는가?","1. 반계리 은행나무는 어디에 위치하고 있는가?
2. 반계리 은행나무는 어떤 년도에 천연기념물로 지정되었는가?"
46,"이전에 디지털 논리 회로 설계자들은 어떤 소자를 사용했었으며, PAL이 소개되기 이전의 역사에 대해 설명해 주세요.","1. 디지털 논리 회로 설계자들이 사용했던 소자는 무엇이 있었나요?
2. PAL이 소개되기 이전의 디지털 논리 회로 설계 역사에 대해 자세히 설명해 주세요."
754,"《허준》은 언제부터 언제까지 방송되었으며, 주인공 허준의 가족 구성과 그의 삶에 어떤 변화가 있었는지를 설명해주세요.","1. 허준 드라마 방송 기간은 어떻게 되는가?
2. 허준 주인공 가족 구성 및 삶 변화를 설명하시오."
1216,"윷놀이의 놀이 방법은 무엇이며, 승부를 겨루는 기준은 무엇인가?","1. 윷놀이의 놀이 방법은 무엇인가?
2. 윷놀이에서 승부를 겨루는 기준은 무엇인가?"
898,"프리즌 브레이크 시리즈는 언제부터 언제까지 방영되었고, 총 몇 시즌이 있었나요?","1. 프리즌 브레이크 시리즈 방영 기간은 언제부터 언제까지인가?
2. 프리즌 브레이크 시리즈는 총 몇 시즌 방영되었나?"
840,"팀 파워스가 쓴 대표작으로는 무엇이 있으며, 그 중 필립 K. 딕에게 헌정된 작품은 무엇인가요?","1. 팀 파워스의 대표작은 무엇인가요?
2. 팀 파워스의 대표작 중 필립 K. 딕에게 헌정된 작품은 무엇인가요?"
527,매슈 파커의 출생지와 사망일은 무엇인가?,"1. 매슈 파커의 출생지는 어디인가?
2. 매슈 파커의 사망일은 언제인가?"
1225,"오비강의 총 길이는 얼마이며, 유역 면적은 어느 순위에 해당하는가?","1. 오비강의 총 길이는 얼마인가?
2. 오비강의 유역 면적은 어느 순위에 해당하는가?"
753,"중국과 베트남은 7월에 공휴일이 없고, 대한민국에서는 2008년 이후로 7월에 공휴일이 없는 이유는 무엇인가?","1. 중국과 베트남 7월 공휴일 없는 이유는 무엇인가?
2. 대한민국 2008년 이후 7월 공휴일 없는 이유는 무엇인가?"
136,양곤의 면적과 인구는 얼마인가?,"1. 양곤의 면적은 얼마인가?
2. 양곤의 인구는 얼마인가?"
1199,"《사춘기》는 언제부터 언제까지 방영되었으며, 주인공은 누구인가?","1. 《사춘기》 드라마 방영 기간은 언제부터 언제까지인가?
2. 《사춘기》 드라마 주인공은 누구인가?"
150,"HD현대오일뱅크의 경질유 시장점유율은 얼마이며, 주유소의 개수는 몇개인가?","1. HD현대오일뱅크의 경질유 시장점유율은 얼마인가?
2. HD현대오일뱅크의 주유소 갯수는 몇인가?"
1092,"장영자는 어디서 태어났으며, 어린 시절에 어떤 학교를 다녔는가?","1. 장영자 출생지는 어디인가요?
2. 장영자 어린 시절에 다녔던 학교는 무엇인가요?"
992,"홍기조는 1919년 3월 1일에 무슨 일이 있었고, 그로 인해 그는 어떻게 되었습니까?","1. 홍기조는 1919년 3월 1일에 무슨 일이 있었나요?
2. 홍기조는 1919년 3월 1일 사건으로 인해 홍기조는 어떻게 되었습니까?"
1050,"미야기 구장은 어떤 종류의 잔디를 사용하고 있으며, 그 변화를 언제부터 경험했나?","1. 미야기 구장의 잔디 종류는 무엇인가?
2. 미야기 구장의 잔디 변화는 언제부터 시작되었나?"
787,LCD-TV의 발전에 백라이트가 어떤 역할을 하는지 설명해 주세요.,"1. LCD-TV 백라이트의 역할은 무엇이며 왜 중요한가?
2. 백라이트가 LCD-TV의 성능에 미치는 영향은 무엇인가?"
877,《밀림아 이야기하라》 작품의 주제와 삽입곡 중 유명한 곡들은 무엇인가?,"1. 《밀림아 이야기하라》 작품의 주제는 무엇인가?
2. 《밀림아 이야기하라》 작품의 삽입곡 중 유명한 곡은 무엇인가?"
713,"주(主)라는 호칭은 기독교에서 야훼(여호와)에 대한 일반적인 호칭으로 사용되며, 삼위일체에 따라 예수나 성령도 '주'로 표현될 수 있습니다. 주의 의미는 무엇입니까?","1. 주의 의미는 기독교에서 어떻게 해석되는가?
2. 주라는 호칭이 삼위일체에서 어떻게 사용되는가?"
396,브란덴부르크 문이 지어진 연대기와 건축가의 이름은 무엇인가?,"1. 브란덴부르크 문이 지어진 연대기는 언제인가요?
2. 브란덴부르크 문을 지은 건축가의 이름은 무엇인가?"
771,캐릭터 중에서 땡땡과 밀루는 어떤 특징을 가지고 있는지 설명해 주세요.,"1. 땡땡 캐릭터의 특징은 무엇인가요?
2. 밀루 캐릭터는 어떤 특징을 가지고 있나요?"
1025,해치백의 장단점은 무엇인가?,"1. 해치백의 장점은 무엇인가?
2. 해치백의 단점은 무엇인가?"
425,"필즈상은 언제 처음 시상되었고, 그 후에 몇 년간 중단되었는가?","1. 필즈상 시상식은 언제 처음 시상되었나요?
2. 필즈상은 처음 시상되고, 그 후에 몇 년간 중단되었는가?"
873,바흐가 가장 좋았던 시대에 대해 회상한 이유와 그 음악에서 느낄 수 있는 감정은 무엇인가?,"1. 바흐의 가장 좋았던 시대는 언제인가?
2. 바흐의 가장 좋았던 시대를 회상한 이유는 무엇인가?
3. 바흐의 음악에서 느낄 수 있는 감정은 무엇이 있을까?"
372,"다이라노 기요모리는 어릴 적 어떤 일을 하며, 그로 인해 주목을 받았는가?","1. 다이라노 기요모리는 어릴 적 어떤 일을 했나요?
2. 다이라노 기요모리는 어떤 일로 인해 주목을 받았는가?"
469,"카젬 알하에리는 어떤 당의 최고지도자였으며, 1970년대에 망명한 이유는 무엇인가?","1. 카젬 알하에리는 어떤 당의 최고지도자였나요?
2. 카젬 알하에리가 1970년대에 망명한 이유는 무엇인가요?"
448,"키보드 워리어란 어떤 의미를 가지고 있으며, 언론매체에서 이 표현을 사용할 때의 의미는 무엇인가?","1. 키보드 워리어란 어떤 의미를 가지고 있는가?
2. 키보드 워리어를 언론매체에서 이 표현을 사용할 때의 의미는 무엇인가?"
436,"르장드르 기호의 항등식은 무엇이며, 예를 들어 어떤 제곱 잉여의 곱이 제곱 잉여인지 어떻게 알 수 있나요?","1. 르장드르 기호의 항등식은 무엇인가요?
2. 어떻게 제곱 잉여의 곱이 제곱 잉여인지 확인할 수 있나요?"
250,초른 보조정리의 정의와 증명에 대해 설명해 주세요.,"1. 초른 보조정리의 정의는 무엇인가?
2. 초른 보조정리의 증명은 어떻게 하나요?"
119,"양산시의 가구 수는 몇이고, 행정구역의 구성은 어떻게 되어 있나?","1. 양산시의 가구 수는 몇인가?
2. 양산시의 행정구역 구성은 어떻게 되어 있나?"
196,"투바어에서 전승되는 이야기의 유형은 어떤 것들이 있으며, 그 중에는 출판된 서사시도 있는가?","1. 투바어에서 전승되는 이야기의 유형은 무엇인가?
2. 투바어 이야기 중 출판된 서사시가 있는가?"
417,"유전자 검색(gene search)을 부르는 다른 용어는 무엇이고, 유전자 검색을 위해 가장 많이 사용되는 알고리즘은 무엇인가?","1. 유전자 검색(gene search)을 부르는 다른 용어는 무엇인가?
2. 유전자 검색을 위해 가장 많이 사용되는 알고리즘은 무엇인가?"
346,"제임스 먼로는 어릴 때 어디서 공부했으며, 그 후 어디로 보내졌는가?","1. 제임스 먼로는 어릴 때 어디서 공부했나요?
2. 제임스 먼로는 교육받은 이후 어디로 보내졌는가?"
